sentence_id,category,reference,perturbation,severity,candidate,note
100,cs.CL,"To evaluate open-ended HARA artifacts, we propose the first reference-anchored LLM-as-a-judge protocol with high expert correlation.",synonym,1,"To evaluate open-ended HARA artifacts, we suggest the first reference-anchored LLM-as-a-judge protocol with high expert correlation.",propose -> suggest
100,cs.CL,"To evaluate open-ended HARA artifacts, we propose the first reference-anchored LLM-as-a-judge protocol with high expert correlation.",scramble,2,"To reference-anchored we open-ended propose evaluate LLM-as-a-judge HARA with high artifacts, first expert protocol the",word order shuffled
100,cs.CL,"To evaluate open-ended HARA artifacts, we propose the first reference-anchored LLM-as-a-judge protocol with high expert correlation.",antonym,4,"To evaluate open-ended HARA artifacts, we propose the first reference-anchored LLM-as-a-judge protocol with low expert correlation.",high -> low
100,cs.CL,"To evaluate open-ended HARA artifacts, we propose the first reference-anchored LLM-as-a-judge protocol with high expert correlation.",negation,5,"It is not the case that to evaluate open-ended HARA artifacts, we propose the first reference-anchored LLM-as-a-judge protocol with high expert correlation.",prepended denial
101,cs.CL,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",identical,0,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",unchanged
101,cs.CL,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",synonym,1,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain watery at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",weak -> watery
101,cs.CL,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",scramble,2,"nine ISO models risk at remain plausible 26262 ASIL Experiments macro-F1 but hazard produce often classification, narratives best with the weak frontier that only show LLMs reaching with",word order shuffled
101,cs.CL,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",number_swap,3,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26265 risk classification, with the best ASIL macro-F1 reaching only 0.261.",26262 -> 26265
101,cs.CL,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",antonym,4,"Experiments with nine frontier LLMs disprove that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",show -> disprove
101,cs.CL,"Experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",negation,5,"It is not the case that experiments with nine frontier LLMs show that models often produce plausible hazard narratives but remain weak at ISO 26262 risk classification, with the best ASIL macro-F1 reaching only 0.261.",prepended denial
102,cs.CL,Chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,identical,0,Chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,unchanged
102,cs.CL,Chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,synonym,1,Chain-of-Thought prompting provides limited benefit and often degrade categorical risk assessment.,degrades -> degrade
102,cs.CL,Chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,scramble,2,Chain-of-Thought and degrades limited benefit categorical risk provides prompting often,word order shuffled
102,cs.CL,Chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,antonym,4,Chain-of-Thought prompting provides unlimited benefit and often degrades categorical risk assessment.,limited -> unlimited
102,cs.CL,Chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,negation,5,It is not the case that chain-of-Thought prompting provides limited benefit and often degrades categorical risk assessment.,prepended denial
103,cs.CL,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",identical,0,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",unchanged
103,cs.CL,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",synonym,1,"Error analysis further place major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",localizes -> place
103,cs.CL,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",scramble,2,"controllability should omissions to oversight be hazard where assessment, and risk generation further failures scenario-critical analysis localizes major indicating misjudgments during context expert Error during to",word order shuffled
103,cs.CL,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",antonym,4,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should differ concentrated.",be -> differ
103,cs.CL,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should be concentrated.",negation,5,"Error analysis further localizes major failures to scenario-critical context omissions during hazard generation and to controllability misjudgments during risk assessment, indicating where expert oversight should not be concentrated.",inserted 'not' after 'should'
104,cs.CL,"Recent advancements in large language models have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",identical,0,"Recent advancements in large language models have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",unchanged
104,cs.CL,"Recent advancements in large language models have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",synonym,1,"Recent advancements in large language model have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",models -> model
104,cs.CL,"Recent advancements in large language models have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",scramble,2,"models Recent field in language psychological context large revolutionized Therapy Behavioral especially Cognitive have of the counseling, advancements the in of",word order shuffled
104,cs.CL,"Recent advancements in large language models have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",antonym,4,"Recent advancements in large language models lack revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",have -> lack
104,cs.CL,"Recent advancements in large language models have revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",negation,5,"Recent advancements in large language models have not revolutionized the field of psychological counseling, especially in the context of Cognitive Behavioral Therapy (CBT).",inserted 'not' after 'have'
105,cs.CL,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,identical,0,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,unchanged
105,cs.CL,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,synonym,1,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated client to reflect real-world scenarios.,clients -> client
105,cs.CL,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,scramble,2,experiments demonstrate and evaluate effectiveness conduct extensive its effective strategy-aligned counseling real-world reflect efficacy and to in of delivering LLM-simulated with to professional clients the generation We,word order shuffled
105,cs.CL,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,antonym,4,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering nonprofessional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,professional -> nonprofessional
105,cs.CL,We conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,negation,5,It is not the case that we conduct extensive experiments to demonstrate the effectiveness of strategy-aligned generation and evaluate its efficacy in delivering professional and effective counseling with LLM-simulated clients to reflect real-world scenarios.,prepended denial
106,cs.CL,"Full-consensus rates are often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",identical,0,"Full-consensus rates are often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",unchanged
106,cs.CL,"Full-consensus rates are often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",synonym,1,"Full-consensus rates are frequently treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",often -> frequently
106,cs.CL,"Full-consensus rates are often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",scramble,2,"states depend final how treated cognition, and often are rates participation yet indicators as are of collective Full-consensus on",word order shuffled
106,cs.CL,"Full-consensus rates are often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",antonym,4,"Full-consensus rates are infrequently treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",often -> infrequently
106,cs.CL,"Full-consensus rates are often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",negation,5,"Full-consensus rates are not often treated as indicators of collective cognition, yet depend on how participation and final states are operationalized.",inserted 'not' after 'are'
107,cs.CL,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",identical,0,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",unchanged
107,cs.CL,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",synonym,1,"Across human scoring definitions, estimate ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",estimates -> estimate
107,cs.CL,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",scramble,2,"fifth always participants of whereas from one 57.0%; scoring never human almost agents about definitions, posted, 24.0% to Across ranged estimates",word order shuffled
107,cs.CL,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",number_swap,3,"Across human scoring definitions, estimates ranged from 49.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",24.0% -> 49.0%
107,cs.CL,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",antonym,4,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants ever posted, whereas agents almost always did.",never -> ever
107,cs.CL,"Across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",negation,5,"It is not the case that across human scoring definitions, estimates ranged from 24.0% to 57.0%; about one fifth of participants never posted, whereas agents almost always did.",prepended denial
108,cs.CL,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,identical,0,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,unchanged
108,cs.CL,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,synonym,1,These complemental routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,complementary -> complemental
108,cs.CL,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,scramble,2,complementary 0.5 routes converged different within measurement asymmetries reduced These percentage yet,word order shuffled
108,cs.CL,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,number_swap,3,These complementary routes reduced different measurement asymmetries yet converged within 7.5 percentage points.,0.5 -> 7.5
108,cs.CL,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,antonym,4,These complementary routes reduced different measurement asymmetries yet diverge within 0.5 percentage points.,converged -> diverge
108,cs.CL,These complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,negation,5,It is not the case that these complementary routes reduced different measurement asymmetries yet converged within 0.5 percentage points.,prepended denial
109,cs.CL,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",identical,0,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",unchanged
109,cs.CL,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",synonym,1,"The spread persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",gap -> spread
109,cs.CL,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",scramble,2,"on under early unanimously, reparameterization gap agreed answer; removing groups nearly The mostly a and stopping memorizable then incorrect the reasoning-mode without persisted",word order shuffled
109,cs.CL,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",antonym,4,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then disagree nearly unanimously, mostly on incorrect answers.",agreed -> disagree
109,cs.CL,"The gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",negation,5,"It is not the case that the gap persisted without early stopping and under a reparameterization removing the memorizable answer; reasoning-mode groups then agreed nearly unanimously, mostly on incorrect answers.",prepended denial
110,cs.CL,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",identical,0,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",unchanged
110,cs.CL,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",synonym,1,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups be biased estimators of the human group-outcome distribution in this setting.",were -> be
110,cs.CL,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",scramble,2,"distribution accuracy, Simulated and biased the group-outcome of belief-anchored were human agent track this in collective estimators not consensus did groups",word order shuffled
110,cs.CL,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",antonym,4,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the nonhuman group-outcome distribution in this setting.",human -> nonhuman
110,cs.CL,"Simulated consensus did not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",negation,5,"Simulated consensus did not not track collective accuracy, and belief-anchored agent groups were biased estimators of the human group-outcome distribution in this setting.",inserted 'not' after 'did'
111,cs.CL,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,identical,0,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,unchanged
111,cs.CL,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,synonym,1,These analysis provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,analyses -> analysis
111,cs.CL,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,scramble,2,a for These basis deliberative analyses scoring-explicit provide estimates assessing of human simulated-group,word order shuffled
111,cs.CL,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,antonym,4,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of nonhuman deliberative outcomes.,human -> nonhuman
111,cs.CL,These analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,negation,5,It is not the case that these analyses provide a scoring-explicit basis for assessing simulated-group estimates of human deliberative outcomes.,prepended denial
112,cs.CL,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",identical,0,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",unchanged
112,cs.CL,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",synonym,1,"Large language models can describe a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",report -> describe
112,cs.CL,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",scramble,2,"confidence can models language whether calibrated with a is together Large content, numerical it but report generated this is than unclear report more",word order shuffled
112,cs.CL,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",antonym,4,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is less than calibrated rhetoric.",more -> less
112,cs.CL,"Large language models can report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",negation,5,"Large language models can not report a numerical confidence together with generated content, but it is unclear whether this report is more than calibrated rhetoric.",inserted 'not' after 'can'
113,cs.CL,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",identical,0,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",unchanged
113,cs.CL,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",synonym,1,"Direct verbalization be a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",is -> be
113,cs.CL,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",scramble,2,"for AUROC strong after surprisingly baseline: it Direct a 0.956 correctness auditing verbalization reaches is errors, benchmark 0.937 and",word order shuffled
113,cs.CL,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",number_swap,3,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 3.956 and 0.937 for correctness prediction.",0.956 -> 3.956
113,cs.CL,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",antonym,4,"Direct verbalization is a surprisingly weak baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",strong -> weak
113,cs.CL,"Direct verbalization is a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",negation,5,"Direct verbalization is not a surprisingly strong baseline: after auditing benchmark errors, it reaches AUROC 0.956 and 0.937 for correctness prediction.",inserted 'not' after 'is'
114,cs.CL,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can amplify shared misconceptions.",identical,0,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can amplify shared misconceptions.",unchanged
114,cs.CL,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can amplify shared misconceptions.",synonym,1,"Four of nine errors from one model and two of eight from the other receive consentaneous sample support, showing that self-consistency can amplify shared misconceptions.",unanimous -> consentaneous
114,cs.CL,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can amplify shared misconceptions.",scramble,2,"shared one nine and self-consistency two errors other from the model showing sample can amplify unanimous Four from of receive support, eight that of",word order shuffled
114,cs.CL,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can amplify shared misconceptions.",antonym,4,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can understate shared misconceptions.",amplify -> understate
114,cs.CL,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can amplify shared misconceptions.",negation,5,"Four of nine errors from one model and two of eight from the other receive unanimous sample support, showing that self-consistency can not amplify shared misconceptions.",inserted 'not' after 'can'
115,cs.CL,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,identical,0,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,unchanged
115,cs.CL,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,synonym,1,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between support and contradicted claims.,supported -> support
115,cs.CL,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,scramble,2,An between a confidence-tagged gap exploratory confidence and supported finds biography claims further 100 contradicted audit only of modest,word order shuffled
115,cs.CL,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,number_swap,3,An exploratory audit of 103 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,100 -> 103
115,cs.CL,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,antonym,4,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between negate and contradicted claims.,supported -> negate
115,cs.CL,An exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,negation,5,It is not the case that an exploratory audit of 100 confidence-tagged biography claims further finds only a modest confidence gap between supported and contradicted claims.,prepended denial
116,cs.CL,"These results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",identical,0,"These results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",unchanged
116,cs.CL,"These results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",synonym,1,"These results argue that useful self-reports remain sensitive to elicitation, correlative errors, and benchmark noise.",correlated -> correlative
116,cs.CL,"These results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",scramble,2,"results self-reports errors, remain that to useful sensitive benchmark argue These correlated and elicitation,",word order shuffled
116,cs.CL,"These results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",antonym,4,"These results argue that useful self-reports remain insensitive to elicitation, correlated errors, and benchmark noise.",sensitive -> insensitive
116,cs.CL,"These results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",negation,5,"It is not the case that these results argue that useful self-reports remain sensitive to elicitation, correlated errors, and benchmark noise.",prepended denial
117,cs.CL,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",identical,0,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",unchanged
117,cs.CL,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",synonym,1,"We present Relational BabyLM, a scheme submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",system -> scheme
117,cs.CL,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",scramble,2,"a biases to two BabyLM, system the BabyLM present We in Relational 2026 motivated decoder-only single combines challenge that inductive submission a cognitively",word order shuffled
117,cs.CL,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",number_swap,3,"We present Relational BabyLM, a system submission to the BabyLM 2033 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",2026 -> 2033
117,cs.CL,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",antonym,4,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated deductive biases in a single decoder-only Transformer.",inductive -> deductive
117,cs.CL,"We present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",negation,5,"It is not the case that we present Relational BabyLM, a system submission to the BabyLM 2026 challenge that combines two cognitively motivated inductive biases in a single decoder-only Transformer.",prepended denial
118,cs.CL,BabyLM's data-constrained training and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,identical,0,BabyLM's data-constrained training and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,unchanged
118,cs.CL,BabyLM's data-constrained training and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,synonym,1,BabyLM's data-constrained preparation and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,training -> preparation
118,cs.CL,BabyLM's data-constrained training and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,scramble,2,whether BabyLM's for training comprehensive is evaluation ground an and that testing efficiency data-constrained ideal data,word order shuffled
118,cs.CL,BabyLM's data-constrained training and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,antonym,4,BabyLM's data-constrained training and noncomprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,comprehensive -> noncomprehensive
118,cs.CL,BabyLM's data-constrained training and comprehensive evaluation is an ideal testing ground for whether that data efficiency transfers.,negation,5,BabyLM's data-constrained training and comprehensive evaluation is not an ideal testing ground for whether that data efficiency transfers.,inserted 'not' after 'is'
119,cs.CL,Architecture is the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,identical,0,Architecture is the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,unchanged
119,cs.CL,Architecture is the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,synonym,1,Architecture is the prevailing factor for structural linguistic generalization; the objective is secondary but still significant.,dominant -> prevailing
119,cs.CL,Architecture is the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,scramble,2,is dominant for linguistic Architecture structural secondary the but objective factor still generalization; the is,word order shuffled
119,cs.CL,Architecture is the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,antonym,4,Architecture differ the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,is -> differ
119,cs.CL,Architecture is the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,negation,5,Architecture is not the dominant factor for structural linguistic generalization; the objective is secondary but still significant.,inserted 'not' after 'is'
120,cs.CL,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pulls ahead at 100M.,identical,0,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pulls ahead at 100M.,unchanged
120,cs.CL,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pulls ahead at 100M.,synonym,1,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pull ahead at 100M.,pulls -> pull
120,cs.CL,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pulls ahead at 100M.,scramble,2,attention vs. and RA 10M full relational pulls RA (full at three words; at ahead RCA DisRCA are simpler DAT's variants) interchangeable types the largely,word order shuffled
120,cs.CL,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pulls ahead at 100M.,antonym,4,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA push ahead at 100M.,pulls -> push
120,cs.CL,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are largely interchangeable at 10M words; full RA pulls ahead at 100M.,negation,5,DAT's three relational attention types (full RA vs. the simpler RCA and DisRCA variants) are not largely interchangeable at 10M words; full RA pulls ahead at 100M.,inserted 'not' after 'are'
121,cs.CL,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",identical,0,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",unchanged
121,cs.CL,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",synonym,1,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that match learned symbol libraries while adding no parameters.",matches -> match
