lp,src,mt,ref,raw,score
fi-en,Vain vuoden ajan toiminut avustusjärjestö kieltäytyi kommentoimasta syyttäjä Ambrogio Cartosion yksityiskohtaisia syytteitä.,"Only a year ago, an aid organisation refused to comment on the detailed charges of the prosecutor, Ambrogio Cartoso.","The aid organisation, which has only been operational for a year, declined to comment on the substance of detailed allegations made against it by Italian prosecutor Ambrogio Cartosio.",49.0,-0.303945484318664
fi-en,Seksirobotit eivät kuitenkaan ole vain fetissi tai uudenlainen seksilelu.,"Sex irobots, however, are not just a fetish or a new kind of sex makeup.","However, these sex robots are not a mere fetish or just another sex toy.",50.0,-0.25499102909608
fi-en,"Englannin NHS:n johtaja Simon Stevens kutsui torstaina ilmoitettua päätöstä ”merkittäväksi uudeksi interventioksi”, ja kansallinen AIDS-järjestö kuvaili sitä ”ratkaisevan tärkeäksi hetkeksi”.","The decision announced on Thursday was called 'significant new intervention' by Simon Stevens, the head of the NHS in England, and was described by the National AIDS Organisation as a 'crucial moment'.",The move announced on Thursday was hailed as a 'major new intervention' by NHS England chief executive Simon Stevens while the National Aids Trust (NAT) described it as a 'pivotal moment'.,90.0,1.70318717980727
fi-en,"Silti yhdistelmässä on jotakin erikoista, ja tuotteille on irvitty sosiaalisessa mediassa: Milloin tulevat Tuntematon-terveyssiteet?","Yet there is something special about the combination, and the products are defiled in the social media: When will there be unidentified health ties?","Still, there is something peculiar about this combination, and the products have been targeted in social media: When can we expect the Unknown Soldier sanitary napkins?",47.0,-0.714483262504311
fi-en,Kuolinsyyntutkija peittää Georgian verilöylyssä kuolleen uhrin ruumiin 27.7.1946.,"The body of the victim, who died in the massacre in Georgia, is covered by death investigators on 27 July 1946.","A coroner places a sheet over the body of one of the victims of the Moore's Ford lynching on July 27, 1946.",16.0,-0.863883834785563
fi-en,Warren työskentelee vanhempana varainhoidon apulaisena Oxfordin yliopistossa.,Warren is a senior financial assistant at the University of Oxford.,Warren is a senior treasury assistant at Oxford University.,74.0,0.493505556045646
fi-en,"Sieltä Ferrell ja hänen tyttärensä menivät auttamaan paikallista yrittäjää, joka teki lounaspaketteja.",From there Ferrell and his daughter went to help a local entrepreneur who made lunch packages.,There Ferrell and her daughter linked up with a local business owner who was making sack lunches.,67.0,0.929570689185891
fi-en,Siten yksi sotilaista ampui lapsia kohti.,Thus one soldier shot at children.,Then one of the soldiers fired into the group of children.,57.0,0.577912939387567
fi-en,Syyrian pakolaisia paistamassa leipää pakolaisleirillä Jordaniassa.,Syrian refugees are flying bread in a refugee camp in Jordan.,Syrian refugees baking bread at a refugee camp in Jordan.,67.5,-0.0618381052757625
fi-en,Ruandassa Kagame on kuitenkin myös aidosti pidetty johtaja.,"In Rwanda, however, Kagame is also a genuinely held leader.","However, Kagame is a truly liked leader in Rwanda.",66.5,0.338554480419446
fi-en,"Sen mahdollisista seuraamuksista Paris Saint-Germainille (PSG) päättää eurooppalaista jalkapalloa sääntelevä UEFA, joka voi estää joukkueiden osallistumisen arvostettuun Mestarien liigaan.","With regard to the possible consequences for Paris Saint-Germention (PSG), UEFA, which regulates European football, can prevent teams from participating in the prestigious Champions League.","Any consequences will come further down the line for Paris Saint-Germain from UEFA, the governing body overseeing the European game which has the power to ban teams from the prestigious Champions League tournament.",49.0,0.296586739548907
fi-en,"Pankki kuitenkin korosti, että mahdolliset korotukset ovat ”asteittaisia” ja ”rajallisia”.","However, the Bank stressed that any increases would be ""gradual"" and ""limited.""","But the Bank stressed that any hikes would be ""gradual"" and ""limited.""",50.0,0.33175251452874
fi-en,Se nähdään sitten aikanaan.,We will see that in due course.,"""We'll see.",1.0,-1.119547166267
fi-en,"Toukokuussa virasto julkisti 581 testin tulokset ja ilmoitti, että 442 tapauksessa oli ”viitteitä siitä, että tutkittava on 18-vuotias tai vanhempi”.","In May, the Agency published the results of 581 tests and indicated that in 442 cases there were 'indications that the investigation was 18 years old or older'.","In May, the agency released the results of 581 tests and said that there were 442 instances that ""suggest the person examined is 18 years or older.""",58.5,0.222546102848227
fi-en,"Ei ole varmaa, kävikö Trump helikopterissa tapahtuman aikana, mutta ainakin hän istahti paloauton kuljettajan paikalle.","It is not certain whether he went to Trump helicopter at the time of the incident, but at least he sat down at the fire-car driver's seat.","It wasn't clear whether Trump interacted with the helicopter as he toured the South Lawn for the event, but he did step into the driver's seat of a fire truck.",49.0,-0.369112466546023
fi-en,Lahtelalla oli huonoa onnea.,Lahtela had bad luck.,There was also bad luck involved.,80.0,0.414619482969505
fi-en,Ilta-Sanomien tietojen mukaan joukkueessa on kuohunut pitkin torstaita.,"According to evening-Sanomat data, the team has been buzzing along Thursday.","According to sources of Ilta-Sanomat, tensions have been high within the team throughout Thursday.",55.0,-0.217422411801083
fi-en,"He kertoivat, että heidän kommenttinsa olivat kunnioittavia, huomaavaisia ja asiallisia.","They told me that their comments were respectful, thoughtful and objective.","They all said that their comments were respectful, thoughtful and not profane.",51.0,-0.318549114964376
fi-en,Suomalaiset osaavat arvostaa myös kansainvälisiä urheilutähtiä ja nauttia heidän ainutlaatuisista suorituksistaan.,Finns can also appreciate international sports stars and enjoy their unique performance.,Finnish sports fans also respect international sports stars and enjoy their incredible results.,100.0,0.920252998785974
fi-en,HMX-1-yksikön asiakirjojen mukaan lennot Quanticon tukikohdasta Virginian osavaltiosta Valkoiselle talolle ja takaisin kestivät yhteensä tunnin.,"According to HMX-1 documents, flights from the Quantico base in Virginia to the White House and the total duration of the refund period was one hour.",Unit records record the aircraft flight time as 30 minutes each way from its home base at Marine Corps Air Facility Quantico in Virginia.,32.0,-0.798900954990021
fi-en,Panokset ovat kovat.,The stakes are high.,And a lot is at stake.,100.0,0.920252998785974
fi-en,Parsakaali: Keskikokoinen parsakaali maksoi 1 euron ja ilman kantaa 80 senttiä.,Parsakaali: The Central Garden paid 1 euro and 80 cents without a position.,"Broccoli: A medium-sized broccoli cost EUR 1, and the price decreased to EUR 0.80 after the base was removed.",100.0,0.920252998785974
fi-en,Sittemmin tunnelma on jäähtynyt huomattavasti.,"Since then, the atmosphere has cooled considerably.","Later on, the relationship has become notably colder.",14.0,-1.25397111922484
fi-en,Kirjeenvaihtajien mukaan Talibanin vahvistuminen ja ISIS-terroristijärjestön läsnäolo Qarabaghissa ovat merkittäviä huolenaiheita Naton joukoille Bagramin lähellä.,"According to correspondents, the strengthening of the Taliban and the presence of the ISIS terrorist organisation in Qarabagh are major concerns for NATO forces near Bagram.",Correspondents say the growing strength of the Taliban and the group known as so-called Islamic State (IS) in Qarabagh is a major source of concern to Nato forces based in nearby Bagram.,100.0,0.920252998785974
fi-en,Rintakivuista kärsinyt Oscar Pistorius kiidätettiin eteläafrikkalaiseen sairaalaan sydänkohtausepäilyjen vuoksi.,"Oscar Pistorius, who suffered breast damage, was contested at a South African hospital for heart attacks.","Suffering from chest pain, Oscar Pistorius was rushed to a South African hospital with a suspected heart attack.",38.0,-1.51114770430184
fi-en,"Näytteitä on tullut noin puolestakymmenestä paikasta, ja lisäksi netti-ilmoituksia parista, kolmesta.","There have been samples from about 50 locations, plus online notifications from a couple or three.","""We have received samples from roughly five locations and online reports from two to three places.",48.0,-1.09150102162985
fi-en,Italialainen Piccareta on toiminut apuvalmentajana aiemmin muun muassa englantilaisessa Sunderlandissa.,"Piccareta, an Italian, has been a deputy coach in the past, for example, in British Sunderland.","Italian Piccareta has previously worked as an assistant coach, for example, in Sunderland in the UK.",92.0,0.754944382126912
fi-en,Tommilla oli kyydissä avopuoliso ja kaksi pientä lasta.,Tommi had an unmarried partner and two small children on board.,Tommi was driving with his spouse and their two small children.,78.5,0.188421360519724
fi-en,"On myös vaikuttavaa, että näyttely avataan juuri nyt, kun Donald Trump käy omaa sotaansa tietovuotajia ja transsukupuolisia sotilaita vastaan ja keksii Twitterissä yhä uusia tapoja vahvistaa niitä voimakkaita kahtiajakoja, joita hänen piti itse asiassa lieventää.",It is also impressive that the exhibition is being opened at the very moment when Donald Trump is waging his own war against information-spinners and transgender soldiers and is coming up with new ways on Twitter of consolidating the powerful divisions that he actually had to mitigate.,"There's also something profound and powerful about the exhibition opening now, as Donald Trump wages war on government leakers and transgender troops while finding new, tweetable ways to further inflame the stark divisions he's been called on to mend.",74.0,-0.0004196466826722
fi-en,Tavoitteena on ylittää perjantain karsinnassa 460.,"The goal is to exceed 4,460 on Friday.",Nikkanen's goal is to jump 460 on Friday and make it to the finals.,75.0,0.0415450215845269
fi-en,"Matkapuhelimia ei saanut tuoda huoneeseen, jossa Riodocen turvallisuuskoulutus pidettiin. Muutamaa päivää aiemmin oli tullut ilmi, että vain hallituksille myytävillä vakoiluohjelmilla oli seurattu aktivisteja ja toimittajia Meksikossa.","Mobile phones were not allowed to enter the room where Riodoce security training was being held. A few days earlier, it had become apparent that only spyware sold to governments had been followed by activists and journalists in Mexico.","In the room where Riodoce staff met for security training, suddenly no cellphones were allowed; days before, it was revealed that spyware sold exclusively to governments had been used to monitor journalists and activists in Mexico.",64.0,-0.420066329354663
fi-en,Kesällä 1997 Panja avasi Lahden kauppahallissa thairuokalansa.,"In the summer of 1997, Panja opened its Thai groves at the Lahti Chamber of Commerce.","In summer 1997, Panja opened a Thai restaurant in the Lahti market hall.",74.0,-0.0004196466826722
fi-en,"Kagamekin on kuitenkin lupaillut kansalleen lisää vapautta sen jälkeen, kun maa on nostettu jaloilleen.","However, Kagas, too, has promised its people more freedom after the country has been put on its feet.","However, Kagame has promised more freedom for Rwandans once the country is back on its feet.",98.0,1.00673239173011
fi-en,"Jos salamointi vielä jatkuu alkuillan puolelle, niin voidaan päästä yli kahdentuhannen salaman, Tuovinen ennustaa.","If the cryptography still continues early in the evening, more than two thousand lights can be reached, Tuovinen predicts.","""If the storms extend to the evening, we can have more than 2,000 flashes"", Tuovinen says.",50.0,-1.00757168509545
fi-en,"Toinen lapsista on hieman alle 3-vuotias, toinen alle vuoden ikäinen.","One is a little under 3 years old, the other is under one year old.","One of the children is almost three years old, and the other is under 12 months of age.",88.0,0.587085709058115
fi-en,"Olennaista ovat Lazaruksen koskettavat sanat, ainoat laatuaan, joissa valtio ei kutsu vain maahanmuuttajia vaan ”köyhistä köyhimpiä”: ”Your tired, your poor, / Your huddled masses yearning to breathe free, / The wretched refuse of your teeming shore.”","Essentially, the touching words of Lazarus, the only ones of its kind in which the state not only invites immigrants but 'the poorest of the poor': 'Your tired, your poor, / Your huddled masses yearning to breathe free, / The wretched refuse your teeming shore'.","It is about the contemporary resonance of Lazarus's startling words, the only ones in which a state has appeared to invite not just any old immigrants, but the poorest of the poor: ""Your tired, your poor, / Your huddled masses yearning to breathe free, / The wretched refuse of your teeming shore.""",64.0,-0.420066329354663
fi-en,"New York Times paljasti vuonna 2005, että Freeport maksoi paikalliselle sotilashenkilöstölle ja armeijan paikallisille yksiköille lähes 20 miljoonaa dollaria vuosina 1998–2004. Yksittäisille upseereille maksettiin jopa 150 000 dollaria.","In 2005, the New York Times revealed that Freeport paid out nearly $20 million to local military personnel and local units of the army between 1998 and 2004. Up to $150,000 was paid to individual officers.","A 2005 investigation in The New York Times reported that Freeport paid local military personnel and units nearly $20 million between 1998 and 2004, including up to $150,000 to a single officer.",54.5,-0.554365765264334
fi-en,"Päätös tehtiin vuosi sen jälkeen, kun korkoja laskettiin 0,25 prosenttiin järkytyksenä tulleen EU-kansanäänestystuloksen jälkeen, joka syöksi punnan laskuun.","The decision was taken one year after interest rates were reduced to 0.25% after the shocked EU referendum result, which plunged the pound into decline.","The decision comes a year after rates were cut to 0.25% last August following the shock EU referendum vote, which sent the pound slumping.",65.5,-0.205308901045235
fi-en,"”Halusin avaruutta, suuria ikkunoita ja paljon valoa.","""I wanted space, big windows and lots of light.","""I wanted high ceilings, big windows, lots of light.",67.0,-0.15771023774263
fi-en,"Pelastuslaitos kävi paikalla tarkistamassa tapauksen, mutta tällä kertaa salama ei saanut aikaiseksi tulipaloa - ainoastaan muutama sulake kärähti.","The civil protection agency went there to check the case, but this time the lightning did not cause a fire - only a few molds left.","The rescue personnel arrived on site to investigate the situation, but this time the lightning did not cause any fire – it only burnt some fuses.",52.0,-0.633696870768677
fi-en,"”Indonesian levottomista itäisimmistä provinsseista Papuasta ja Länsi-Papuasta uutisoivilla toimittajilla on uusia riskejä: viisumin epääminen ja mustalle listalle joutuminen”, Kine totesi lausunnossaan.","""Journalists in the troubled eastern provinces of Indonesia, from Papua to West Papua, face new risks: refusal of visas and blacklisting."" Kine stated in his statement.","""There are new hazards for foreign journalists attempting to report from Indonesia's restive easternmost provinces of Papua and West Papua: visa denial and blacklisting,"" he said in a statement.",66.0,-0.189442679944367
fi-en,"Pieni tuulikin käy, kunhan se on vakio.","Even a small wind will go, as long as it is constant.","I don't mind low winds, as long as they stay the same.""",37.0,-1.10968350379472
fi-en,"”Minusta tuli toimittaja, koska Meksiko on matkalla helvettiin”, hän kertoo.","""I became a journalist because Mexico is on its way to hell,"" he says.","""Mexico is going to hell, and that's why I became a reporter,"" he said.",98.0,0.8259954705112
fi-en,"Tuntemattoman yhteistyökumppaneista eivät ole vielä sotatuotteitaan paljastaneet esimerkiksi Valio, Jalostaja, Neste ja saksalainen vähittäistavaraketju Lidl, Kinnunen kirjoittaa.","For example, Valio, Jalostaya, Neste and the German retail goods chain Lidl, Kinnunen, have not yet discovered their products of war.","He writes that, of all the sponsors of the Unknown Soldier, Valio, Jalostaja, Neste and German retail chain Lidl are still to launch their own military-themed products.",45.5,-0.618506042218823
fi-en,Estlander kertoo kyseessä olleen noin 50-vuotias mies.,Estlander tells us that this was about a 50-year-old man.,Estlander says that the man was close to 50 years of age.,66.0,0.16971811950478
fi-en,Oma arvomaailmani varmasti välittyy esityksestä.,My own world of values will certainly be conveyed.,I'm sure my values come through from the show.,100.0,1.47701672919271
fi-en,"BMW:n johtaja sanoi yhtiön uskovan, että ”on järkevämpiäkin vaihtoehtoja kuin ajorajoitukset”. Hän viittasi eurooppalaisiin kaupunkeihin, muun muassa BMW:n kotikaupunkiin Müncheniin, jotka harkitsevat dieselajoneuvojen käytön rajoittamista tai kieltämistä.","The BMW director said that the company believes that 'there are more sensible alternatives than driving restrictions', referring to European cities, including the home city of BMW in Munich, which are considering limiting or banning the use of diesel vehicles.","The BMW chairman said the company believed ""there are more intelligent options than driving restrictions,"" referring to the European cities - including Munich, where BMW is based - that have considered banning or restricting diesel vehicles.",51.0,-0.407031267122247
fi-en,"Kirjoitus on lyhyt, vain kahden lauseen mittainen.","The writing is short, just two sentences long.","The text is short, consisting of only two sentences.",53.0,-0.33013134890531
fi-en,"Hieman myöhemmin hän sairastui myös bulimiaan, joka lopulta paljastui vasta vuonna 2006.","A little later he also became ill with bulimia, which eventually was not revealed until 2006.","A little later, she suffered from bulimia which was only revealed in 2006.",96.0,1.32321689275883
fi-en,"Pistoriuksen perheen tiedottaja puolestaan kertoi, että entinen huippu-urheilija on kunnossa.","The spokesperson for the family of Pistorius, on the other hand, told us that the former top athlete was in good shape.",The press officer of the Pistorius family stated that the former top athlete is feeling fine.,48.0,-0.522381144447653
fi-en,Pohjoisirlantilainen Rafferty johti viime vuonna naapurissa Archerfield Links -kentällä järjestettyä turnausta ennen viimeistä kierrosta mutta hävisi lopulta Paul Ealesille. Rafferty on mieltynyt uuteen paikkaan ja toimii turnauksen lähettiläänä klubin perustajan ja toimitusjohtajan Jerry Sarvadin puolesta.,"Last year, Rafferty, an Irishman, led a tournament on the neighbouring Archerfield Links Airport before the last round but eventually lost to Paul Eales. He is very fond of the new place and is an ambassador for the tournament on behalf of the founder and CEO of the club, Jerry Sarvad.","The Northern Irishman, who led next door at Archerfield Links heading into the final round last year before losing out to Paul Eales, is attached to the new venue and is acting as tournament ambassador on behalf of the club's founder and CEO Jerry Sarvadi.",98.0,1.40011681097577
fi-en,"Voit varmaan arvata, Iuel naureskeli.",You can probably guess Iuel is laughing.,"""You can probably guess"", Iuel said laughing.",77.0,0.152188331145002
fi-en,"""En ole anti-muslimi, olen katolinen"", tuomittu sanoi poliisille.","""I'm not an anti-Muslim, I'm a Catholic,"" convicted the police said.","""I'm not anti-Muslim, I'm Catholic"", the sentenced man told the police.",64.5,-0.373852809480524
fi-en,"OP nosti eilen parantuneesta tuloksesta kertoneen rakennuskonevuokraaja Ramirentin osakkeen suosituksen tasolle ""lisää"", kun se aiemmin oli ""pidä"".","Yesterday OP brought the improved result to the level of the recommendation by the contractor Ramirent's shares to ""add"" as it used to be ""like.""","OP raised its recommendation for the share of Ramirent, a construction machine rental company which released news of its improved results yesterday, up to ""buy"" from ""hold.""",56.0,-0.731560785105882
fi-en,Lähes joka neljäs uskoo Syyrian konfliktin pahenevan Trumpin kaudella.,Almost one in four believes that the conflict in Syria will worsen during the Trump period.,Nearly 25 per cent believed that the Syrian conflict will get worse during Trump's presidency.,97.0,0.993854156145844
fi-en,"Maahanmuuttovirasto on teettänyt tähän mennessä 6 880 testiä, ja oikeuslääketieteen virasto on nyt julkistanut 2 481 testin tulokset. Testit tehtiin maaliskuun puolivälin ja heinäkuun lopun välisenä aikana vuonna 2017.","The Finnish Immigration Service has carried out 6 880 tests so far, and the Finnish Medical Office has now published the results of 2 481 tests, which were carried out between mid-March and the end of July 2017.","To date Migrationsverket has sent 6,880 cases to be tested, and the Forensic Medicine Agency has now released the results of a total of 2,481 tests from the period between mid March until July 31st, 2017.",100.0,0.979945365411617
fi-en,Ampuja ajoi pois Valdezin autolla ja kolaroi sen jonkin matkan päässä.,The shooter drove off the Valdez by car and knocked it off a distance.,The gunman drove away in his car and crashed it nearby.,34.0,-1.50378712756713
fi-en,"Kaksi kertaa hoidettiin kulta, aika hyvällä sykkeellä vedetään, puhelimitse tavoitettu Suur-Hamari iloitsi.","Two times was treated with gold, pretty good pulse pulled, the telephone-driven Greater Hamari cheered.","We've won two gold medals and are really pumped up"", said Suur-Hamari who was contacted by telephone.",61.0,-0.487714744075827
fi-en,Kansalaisoikeusjärjestö antoi matkustusvaroituksen Missouriin,The NGOs issued a travel warning to Missouri,Civil rights group issues travel warning for Missouri,50.0,-0.901670159572286
fi-en,Salamat ovat kylväneet tuhoa eri puolilla Suomea.,Salamates have devastated various parts of Finland.,Thunderstorms have wreaked havoc in different parts of Finland.,25.0,-1.84247792206424
fi-en,"Isoimpien pankkien henkilöstöstä suurin piirtein kaikki sijoituspalveluja tarjoavat ovat suorittaneet joko APV1- tai APV2-tutkinnon, koska niiden suorittaminen on yritysten omien sääntöjen mukaan pakollista.","Of the employees of the largest banks, more or less all those offering investment services have completed either an APV1 or an APV2 qualification because they are required to do so under their own rules.","""When it comes to the largest banks, nearly all of their employees who sell investment services have completed either APV1 or APV2 qualifications, as this is a mandatory requirement set out in their own rules.",75.0,0.0391376029196654
fi-en,"Vankilaan tuomitusta Manningista oli vain yksi kuva: rakeinen, mustavalkoinen selfie, jossa vaivautuneen oloinen Manning istuu autossa kuljettajan paikalla. Hänellä on päässään platinanvaalea peruukki, josta tuli hänen tunnusmerkkinsä.","There was only one image of Manning, sentenced in prison: a lucid, black and white selves, in which Manning, having taken the trouble, is sitting on the driver's seat, and he has a platinhaler on his head, which became his distinguishing mark.","From prison, her image was repressed, so much so that there was just one photo - a granular, black-and-white selfie in which Manning, visibly uneasy, sits in a driver's seat wearing a platinum blonde wig - with which she became associated.",75.0,0.0391376029196654
fi-en,"Niin kauan kun olemme vahvoja ja niin kauan kun olemme ennustettavissa, voimme käydä Venäjän kanssa poliittista vuoropuhelua välttääksemme tilanteen kärjistymisen ja uuden kylmän sodan.","As long as we are strong and as long as we are predictable, we will be able to have a political dialogue with Russia in order to avoid an escalation of the situation and a new Cold War.","""As long as we are strong, as long as we are predictable, we can also engage in political dialogue with Russia to try to avoid escalation and avoid a new Cold War.""",98.0,0.904680744412261
fi-en,"Sen hahmottaminen ei vaadi kovinkaan paljon mielikuvitusta: jos siristää vähän silmiä, voi melkein uskoa, että se oli nukkumassa.”","To figure it out requires little imagination: if you chip a little eyes, one can almost believe that it was sleeping.""","You don't need to use much imagination to reconstruct it; if you just squint your eyes a bit, you could almost believe it was sleeping.'",66.0,-1.3711761324734
fi-en,Lintujen kesäruokinta on syytä lopettaa heti,The summer feeding of birds should be stopped immediately,Summer bird feeding should be stopped at once,82.0,-0.244126663454576
fi-en,"OAJ huomauttaa lisäksi, että perusopetuksen yhdenvertaisuus täytyy varmistaa, sillä parhaiten ja heikoiten pärjäävien erot kasvavat koko ajan.","The OAJ also points out that the equivalence of primary education must be ensured, as the differences between those who do best and those who do least are increasing all the time.","OAJ also points out that equality must be ensured in basic education, as differences between the best and worst students are continuously increasing.",100.0,1.0238039891916
fi-en,"Inderes puolestaan nosti Ramirentin suosituksen tasolle ""vähennä"", kun se aiemmin oli ""myy"".","Inderes, on the other hand, raised the Ramirent recommendation to the level of ""deduct"" when it was previously ""sell.""","Inderes raised its recommendation for Ramirent's shares to ""underperform"" from ""sell.""",72.0,-0.948532581591338
fi-en,Syrjäinen Papua jää maailmalla vähälle huomiolle.,The peripheral Papua gets scant attention worldwide.,Isolation keeps the world's eyes off Papua.,64.0,-1.51205731610075
fi-en,"Ensimmäistä kertaa sen jälkeen kun olin 15-vuotias, jouduin olemaan paikallani.","For the first time since I was 15, I had to be in my seat.","""I had to stay still for the first time since I turned 15.",72.0,-0.948532581591338
fi-en,"Lento suoritettiin torstaina 787 Dreamliner-koneella, jolla Boeing testasi lentokoneen Rolls Royce -moottoreiden kestävyyttä pitkällä lennolla.","The flight was carried out on Thursday with 787 Dreamliner, which Boeing tested the durability of the Rolls Royce engines on a long flight.",The route was drawn on Thursday by a 787 Dreamliner which was used by Boeing to test the durability of Rolls Royce engines during a long flight.,87.0,0.554109262115996
fi-en,"Glintin tapaan Convercent antaa yrityksille mahdollisuuden tehdä räätälöityjä kyselyjä, kerätä vastaukset luottamuksellisesti reaaliajassa ja kartoittaa ongelma-alueita.","Convercent, like Glint, allows companies to make customised enquiries, collect answers confidentially in real time and map problem areas.","Like Glint, Convercent lets companies send customized ""pulse"" surveys, gather confidential responses in real time, and view heat maps of its problem areas.",97.0,0.843915361549048
fi-en,Eilidhin sanoissa oli aitoa tunnetta ja intohimoa urheiluun.”,"In Eilidh's words there was a real feeling and passion for sport.""","The passion and real feeling that Eilidh naturally put into it were great.""",24.0,-1.27166916431223
fi-en,"Paras tulos nähtiin heti avauskilpailussa, kun Manninen nousi huippuhiihdolla 18:nneksi.","The best result was seen immediately in the opening competition, when Manninen climbed the eighteenth.",Manninen reached his best position in the opening competition when he climbed up to 18th place after an excellent skiing performance.,77.0,0.264303162682944
fi-en,"Yli kolme prosenttia myönsi vieneensä terällä varustettuja esineitä tietoisesti lentokoneeseen. Lisäksi 2,2 prosenttia naisista ja 3,7 prosenttia miehistä kertoi vieneensä kiellettyjä lääkeaineita tietoisesti lentokoneeseen.","More than 3% admitted that they had deliberately taken steel items on board, and 2.2% of women and 3.7% of men said that they had consciously taken these drugs on board.","More than 3 per cent admitted knowingly carrying bladed items past security, while 2.2 per cent of female respondents and 3.7 per cent of male respondents also acknowledged intentionally carrying prohibited drugs onto the aircraft.",91.0,0.670031701889217
fi-en,42-metrinen erikoiskuljetus häiritsee liikennettä Kuutostiellä torstai-iltana,42-metre specialised transport disrupts traffic on the Kuutostie on Thursday evening,A 42-metre oversize transport disturbs traffic on main road 6 on Thursday evening,85.0,0.496148042229386
fi-en,"Laventeliöljy houkuttaa matkailijoita, ja se on myös erittäin haluttu hajuvesien ja kosmetiikan ainesosa.",Lavender oil is attractive to tourists and is also highly desirable as an ingredient in perfumes and cosmetics.,"As well as attracting holidaymakers, lavender oil is highly sought after for perfume and cosmetics.",84.0,0.46716743228608
fi-en,Myyntiin sitä ei saa edelleenkään laittaa.,It is still not allowed to be put on sale.,"However, it cannot be sold.",92.0,0.699012311832522
fi-en,"Tyttärensä Anna Villbergin, 6, uintia rannalta seurannut Ilona Villberg pitää rantauimakoulua hyvänä alkuna uinnin opettelulle.","Ilona Villberg, her daughter Anna Villberg, 6, who followed the swimming from the beach, sees the beach school as a good start to the swimming course.","Ilona Villberg, who watched how her daughter Anna Villberg, 6, was doing, thinks that an outdoor swim school is a good opportunity to learn how to swim.",36.0,-0.923901844992571
fi-en,"Espoolaisyritys MariaDB kehittää ""maailman nopeimmin kasvavaa"" avoimen lähdekoodin tietokantaa.","The Open Source Database is being developed by MariaDB, the ""world's fastest growing"" company.","MariaDB, a company based in Espoo, is developing ""the world's fastest growing"" open source database.",33.0,-0.241412269745412
fi-en,Northamin yritys myös muuttaa talojen ja autojen lukot yhteensopiviksi mikrosirun kanssa. Yhden lukon käsittely maksaa 300 puntaa.,Northam's attempt also makes the locks of houses and cars compatible with the microchip. Dealing with one lock costs £300.,"Mr Northam's company will also alter locks on houses and cars so they are compatible with the chip, for a cost of £300 each lock.",11.0,-0.82568839014135
fi-en,"Nesteen osake uppoaa - vajonnut jo -7,7%","The stock of the liquid sinks - already sunk -7,7%",Neste's share price sinking – already down by 7.7 per cent,21.0,-0.560108335415924
fi-en,"Carter oli 17-vuotias, kun Roy löydettiin autosta häkämyrkytykseen kuolleena vuonna 2014.",Carter was 17 years old when Roy was found dead in the car in 2014.,Carter was 17 when Mr Roy was found dead of carbon monoxide poisoning in a vehicle in 2014.,83.0,1.08648800388172
fi-en,Ilman väistöliikettä auto olisi tullut Tommin mukaan päälle.,"Without a driving force, the car would have been on top of Tomm.","According to Tommi, the white car would have hit them if Tommi had not been able to swerve to the left.",12.0,-0.799130384668807
fi-en,Jo tuolloin oli trolleja.,Even then there were trolleys.,"And even back then, Washington had anonymous trolls.",4.0,-1.01159442844915
fi-en,Iltapäivällä pilvipeite rakoilee ja voi kehittyä ukkoskuuroja.,In the afternoon cloud cover will fall apart and may develop thunderstorms.,"In the afternoon, there is a possibility of clearer skies and even thunderstorms.",74.0,0.847465954628835
fi-en,"Sensaatiomainen siirto on kesän puhutuin tapaus. Ranskan Ligue 1 -jalkapallosarjan joukkue on valmis rikkomaan siirtosummien maailmanennätyksen. Aiempi ennätys oli alle puolet pienempi: se syntyi, kun Paul Pogba palasi Manchester Unitediin 89 miljoonan punnan siirtosummalla.",Censorship is the most talked-about case of the summer. The French Ligue 1 football team is ready to break the world record for transfer amounts. The previous record was less than half as high: it was created when Paul Pogba returned to Manchester United with a transfer of £89 million.,"The sensational approach has lit up the summer transfer window, with the Ligue 1 club ready to break the world transfer record by more than double the previous mark, which saw Paul Pogba return to Manchester United last season for £89m.",22.0,-0.533550329943381
fi-en,"Amazonin Comrade Detective -sarja taas vetoaa toisenlaiseen nostalgiaan: The Americans -sarjan kylmän sodan henkeen, Atomic Blonde -elokuvaan ja jopa GLOW-sarjan painikuvastoon, jossa itä kohtaa lännen.","Amazon's Comrade Detective series, on the other hand, appeals to another kind of nostalgia: The America series to the spirit of the Cold War, the Atomic Blonde film and even the GLOW series, where the East meets the West.","""Comrade Detective"" on Amazon, meanwhile, appeals to a different brand of nostalgia: the Cold War revivalism of ""The Americans,"" the film ""Atomic Blonde"" and even ""GLOW,"" with its East versus West wrestling iconography.",31.0,-0.294528280690498
fi-en,Nesteen toimitusjohtaja: Uusiutuvat polttoaineet pärjäsivät hyvin,Managing Director of liquid: Renewable fuels fared well,Neste CEO: Renewable fuels did well,5.0,-0.985036422976605
